price,msrp,cpu,cpuNum,ram,storage,gpu,screnSize,Resolution,os,brand,name,weight,rating,ratingLen
1499,1499,Intel 11th Generation Core i7,11800H,16 gigabytes,512 gigabytes,Other,16 inches,2560 x 1600,Windows 10 Pro,MSI,CREATORM16672,4.97 pounds,1,1
1499,1499,Intel 11th Generation Core i7,1195G7,16 gigabytes,1000 gigabytes,Other,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,MSI,PRESTIGE15A044,3.64 pounds,,
2699,2699,Intel 11th Generation Core i7,11800H,16 gigabytes,1000 gigabytes,NVIDIA GeForce RTX 3080,15.6 inches,3840 x 2160 (4K),Windows 10 Pro,MSI,CREATOR1511492,6.25 pounds,,
743,799,Intel 11th Generation Core i5,i5-1155G7,8 gigabytes,512 gigabytes,Other,14 inches,1920 x 1080 (Full HD),Windows 10 Home,MSI,MODERN14B857,2.87 pounds,5,1
1799,1799,Intel 11th Generation Core i7,i7-1195G7,32 gigabytes,1000 gigabytes,Other,15.6 inches,3840 x 2160 (4K),Windows 10 Pro,MSI,PRESTIGE15A045,3.64 pounds,,
2699,2699.99,Intel 11th Generation Core i7,11800H,16 gigabytes,1000 gigabytes,NVIDIA GeForce RTX 3080,15.6 inches,3840 x 2160 (4K),Windows 10 Pro,MSI,CREATOR1511631,4.62 pounds,,
749,749.99,AMD Ryzen 7 5000 Series,5700U,8 gigabytes,512 gigabytes,Other,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,MSI,MODERN15R221,3.53 pounds,5,1
1249,1249.99,Intel 11th Generation Core i7,i7-11800H,8 gigabytes,512 gigabytes,Other,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,MSI,CROSSHAIR151099,4.63 pounds,,
1599,1599.99,Intel 11th Generation Core i7,i7-11800H,16 gigabytes,512 gigabytes,Other,17.3 inches,1920 x 1080 (Full HD),Windows 11 Pro,MSI,WF76647,5.73 pounds,,
1399,1399.99,Intel 11th Generation Core i7,i7-11800H,16 gigabytes,512 gigabytes,Other,17.3 inches,1920 x 1080 (Full HD),Windows 11 Home,MSI,CROSSHAIR17645,5.07 pounds,,
2978,2999.99,Intel 12th Generation Core i7,i7-12700H,16 gigabytes,1000 gigabytes,NVIDIA GeForce RTX 3070 Ti,16 inches,2560 x 1600,Windows 11 Pro,MSI,CREATORZ16P042,5.4 pounds,,
799,799.99,Intel 11th Generation Core i5,1155G7,8 gigabytes,512 gigabytes,Other,14 inches,1920 x 1080 (Full HD),Windows 11 Home,MSI,MODERN14B1024,2.87 pounds,,
1149,1149.99,Intel 12th Generation Core i5,i5-1240P,16 gigabytes,512 gigabytes,Other,14 inches,1920 x 1080 (Full HD),Windows 11 Pro,MSI,PRE14EVO12013,3.6 pounds,,
1899,1899.99,Intel 12th Generation Core i7,i7-1260P,16 gigabytes,512 gigabytes,Other,16 inches,2560 x 1600,Windows 11 Pro,MSI,SUME1612008,4.63 pounds,,
2389,2549.99,Intel 11th Generation Core i7,11800H,16 gigabytes,512 gigabytes,NVIDIA GeForce RTX 3060,16 inches,2560 x 1600,Windows 10 Pro,MSI,CreatorZ16046,5.07 pounds,,
1199,1199.99,Intel 12th Generation Core i5,i5-1240P,16 gigabytes,512 gigabytes,Other,14 inches,1920 x 1080 (Full HD),Windows 11 Pro,MSI,PRE14EVO12012,3.6 pounds,,
3899,3899.99,Intel 12th Generation Core i7,i7-12700H,32 gigabytes,1000 gigabytes,Other,16 inches,2560 x 1600,Windows 11 Pro,MSI,CREATORZ16P040,5.4 pounds,,
2099,2099.99,Intel 12th Generation Core i7,i7-1260P,16 gigabytes,1000 gigabytes,Other,16 inches,2560 x 1600,Windows 11 Pro,MSI,SUME1612007,4.63 pounds,,
2529,2699.99,Intel 11th Generation Core i9,11900H,16 gigabytes,1000 gigabytes,NVIDIA GeForce RTX 3060,16 inches,2560 x 1600,Windows 10 Pro,MSI,CreatorZ16045,5.07 pounds,,
1299,1299.99,Intel 12th Generation Core i7,i7-1260P,16 gigabytes,512 gigabytes,Other,14 inches,1920 x 1080 (Full HD),Windows 11 Pro,MSI,PRE14EVO12011,3.6 pounds,,
1549,1549.99,Intel 12th Generation Core i7,i7-1260P,16 gigabytes,512 gigabytes,Other,16 inches,2560 x 1600,Windows 11 Pro,MSI,SUME1612009,4.63 pounds,3,3
1499,1499.99,Intel 12th Generation Core i7,i7-12700H,16 gigabytes,512 gigabytes,Other,16 inches,2560 x 1600,Windows 11 Pro,MSI,CREATORM1612266,4.98 pounds,,
1399,1399,Intel 12th Generation Core i5,i5-1240P,16 gigabytes,512 gigabytes,NVIDIA GeForce GTX 1650,15.6 inches,1920 x 1080 (Full HD),Windows 11 Pro,MSI,PRE1512011,5.52 pounds,,
1599,1599.99,Intel 12th Generation Core i7,i7-1260P,16 gigabytes,512 gigabytes,Other,13.4 inches,1920 x 1200 (WUXGA),Windows 11 Pro,MSI,SUME1312002,3.75 pounds,,
1699,1699.99,Intel 12th Generation Core i7,i7-1260P,16 gigabytes,512 gigabytes,Other,15.6 inches,1920 x 1080 (Full HD),Windows 11 Pro,MSI,PRE1512005,5.52 pounds,,
1499,1499.99,Intel 12th Generation Core i5,i5-1240P,16 gigabytes,512 gigabytes,Other,13.4 inches,1920 x 1200 (WUXGA),Windows 11 Pro,MSI,SUME1312003,3.74 pounds,,
1449,1449.99,Intel 12th Generation Core i7,i7-1260P,16 gigabytes,512 gigabytes,NVIDIA GeForce GTX 1650,14 inches,1920 x 1080 (Full HD),Windows 11 Pro,MSI,PRE1412007,4.64 pounds,1,1
1349,1349.99,Intel 12th Generation Core i5,i5-1240P,16 gigabytes,512 gigabytes,NVIDIA GeForce GTX 1650,14 inches,1920 x 1080 (Full HD),Windows 11 Pro,MSI,PRE1412008,4.64 pounds,,
1549,1549.99,Intel 12th Generation Core i7,i7-1260P,16 gigabytes,512 gigabytes,Other,14 inches,1920 x 1080 (Full HD),Windows 11 Pro,MSI,PRE1412006,4.64 pounds,,
799,799.99,Intel 12th Generation Core i5,i5-1235U,8 gigabytes,512 gigabytes,Other,14 inches,1920 x 1080 (Full HD),Windows 11 Home,MSI,MOD1412032,3.09 pounds,,
1599,1599.99,Intel 9th Generation Core i7,i7-9750H,16 gigabytes,1128 gigabytes,NVIDIA GeForce GTX 1660 Ti,15.6 inches,1920 x 1080 (Full HD),Windows 10 Home,Razer,GSRF RZ09-03009E76-R3U1,4.63 pounds,,
1999,1999.99,Intel 10th Generation Core i7,i7-1065G7,16 gigabytes,512 gigabytes,,13.3 inches,3840 x 2160 (4K),Windows 10 Home,Razer,GSRF RZ09-03101E52-R3U1,,,
3699,3699.99,Intel 9th Generation Core i7,i7-9750H,16 gigabytes,512 gigabytes,,17.3 inches,3840 x 2160 (4K),Windows 10 Home,Razer,GSRF RZ09-03148E13-R3U1,,,
2399,2399.99,Intel 9th Generation Core i7,9750H,16 gigabytes,512 gigabytes,NVIDIA GeForce RTX 2070 Max-Q,15.6 inches,1920 x 1080 (Full HD),Windows 10 Home,Razer,GSRF RZ09-03017EM8-R3U1,4.74 pounds,1,1
2699,2699.99,Intel 9th Generation Core i7,i7-9750H,16 gigabytes,512 gigabytes,,15.6 inches,1920 x 1080 (Full HD),Windows 10 Home,Razer,GSRF RZ09-03137E02-R3U1,,,
3869,4299.99,Intel 10th Generation Core i7,i7-10875H,32 gigabytes,1000 gigabytes,,15.6 inches,3840 x 2160 (4K),Windows 10 Pro,Razer,GSRF RZ09-0330QEM3-R3U1,,,
1599,2599.99,Intel 9th Generation Core i7,9750H,16 gigabytes,512 gigabytes,NVIDIA GeForce RTX 2070 Max-Q,15.6 inches,1920 x 1080 (Full HD),Windows 10 Home,Razer,GSRF RZ09-03017EM2-R3U1,4.74 pounds,,
1619,1799.99,Intel 8th Generation Core i7,8750H,16 gigabytes,2256 gigabytes,,15.6 inches,1920 x 1080 (Full HD),Windows 10 Home,Razer,RZ09-02705E75-R3U1,,,
1299,1799.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,512 gigabytes,NVIDIA GeForce GTX 1650 Ti Max-Q,13.3 inches,1920 x 1080 (Full HD),Windows 10 Home,Razer,GSRF RZ09-03272E12-R3U1,3.13 pounds,,
1599,1599.99,Intel 11th Generation Core i7 Evo Platform,1165G7,16 gigabytes,256 gigabytes,Intel Iris Xe Graphics,13.4 inches,1920 x 1200 (WUXGA),Windows 10 Home,Razer,RZ09-03571EM1-R3U1,3.09 pounds,3.9,18
1942,1999.99,Intel 11th Generation Core i7 Evo Platform,1165G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.4 inches,3840 x 2400,Windows 10 Home,Razer,RZ09-03571EM2-R3U1,3.09 pounds,5,1
2199,2199.99,AMD Ryzen 9 5000 Series,5900HX,16 gigabytes,1000 gigabytes,NVIDIA GeForce RTX 3070,14 inches,2560 x 1440 (QHD),Windows 10 Home,Razer,RZ09-0370BEA3-R3U1,3.92 pounds,4.6,65
1651,1699.99,Intel 11th Generation Core i7 Evo Platform,1165G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.4 inches,1920 x 1200 (WUXGA),Windows 10,Razer,RZ09-03571E92-R3U1,3.09 pounds,,
1799,1799.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,1000 gigabytes,Intel Iris Xe Graphics,13.4 inches,3840 x 2560 (UHD),Windows 11 Home,Razer,RZ09-0357MEM3-R3U1,3.09 pounds,,
1799,1799.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,1000 gigabytes,Intel Iris Xe Graphics,13.4 inches,3840 x 2560 (UHD),Windows 11 Home,Razer,RZ09-0357MEQ3-R3U1,3.09 pounds,3,2
1473,1499.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.4 inches,1920 x 1080 (Full HD),Windows 11 Home,Razer,RZ09-0357MEM2-R3U1,3.09 pounds,5,2
1499,1499.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.4 inches,1920 x 1080 (Full HD),Windows 11 Home,Razer,RZ09-0357MEQ2-R3U1,3.09 pounds,4,2
299,299,Intel Celeron,N4000,4 gigabytes,32 gigabytes,Intel UHD Graphics 600,15.6 inches,1920 x 1080 (Full HD),Chrome OS,Samsung,XE350XBA-K01US,3.75 pounds,4.4,1581
229,229,Intel Celeron,N3060,4 gigabytes,32 gigabytes,,11.6 inches,1366 x 768 (HD),Chrome OS,Samsung,GSRF-XE501C13-K02US,,,
189,189,Intel Celeron,N3060,2 gigabytes,16 gigabytes,,11.6 inches,1366 x 768 (HD),Chrome OS,Samsung,GSRF-XE501C13-K01US,,3,2
999,999,Intel 10th Generation Core i5,10210U,8 gigabytes,256 gigabytes,Intel UHD Graphics,13.3 inches,3840 x 2160 (4K),Chrome OS,Samsung,XE930QCA-K01US,2.29 pounds,4.1,929
999,999,Intel 10th Generation Core i5,10210U,8 gigabytes,256 gigabytes,Intel UHD Graphics,13.3 inches,3840 x 2160 (4K),Chrome OS,Samsung,XE930QCA-K02US,2.29 pounds,4.1,929
349,349,Intel Celeron,N4000,4 gigabytes,128 gigabytes,Intel UHD Graphics 600,15.6 inches,1920 x 1080 (Full HD),Chrome OS,Samsung,XE350XBA-K05US,3.75 pounds,4.3,740
949,949.99,Intel 10th Generation Core i5,L16G7,8 gigabytes,256 gigabytes,Intel UHD Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP767XCM-K01US,2.09 pounds,4.4,10
269,299,Intel Celeron,N4000,4 gigabytes,32 gigabytes,Intel UHD Graphics 600,15.6 inches,1920 x 1080 (Full HD),Chrome OS,Samsung,GSRF XE350XBA-K01US,3.75 pounds,5,2
549,699,Intel 10th Generation Core i3,10110U,8 gigabytes,128 gigabytes,Intel UHD Graphics,13.3 inches,1920 x 1080 (Full HD),Chrome OS,Samsung,XE530QDA-KA1US,2.71 pounds,4.5,388
549,699,Intel 10th Generation Core i3,10110U,8 gigabytes,128 gigabytes,Intel UHD Graphics,13.3 inches,1920 x 1080 (Full HD),Chrome OS,Samsung,XE530QDA-KB1US,2.71 pounds,4.5,388
399,549,Intel Celeron,5205U,4 gigabytes,64 gigabytes,Intel UHD Graphics,13.3 inches,1920 x 1080 (Full HD),Chrome OS,Samsung,XE530QDA-KA2US,2.71 pounds,4.6,87
399,549,Intel Celeron,5205U,4 gigabytes,64 gigabytes,Intel UHD Graphics,13.3 inches,1920 x 1080 (Full HD),Chrome OS,Samsung,XE530QDA-KB2US,2.71 pounds,4.6,87
769,949.99,Intel 8th Generation Core i5,i5-8250U,8 gigabytes,512 gigabytes,Intel UHD Graphics 620,13.3 inches,1920 x 1080 (Full HD),Windows 10 Home,Samsung,GSRF NP730QAA-K02US,,,
1012,1249.99,Intel 8th Generation Core i7,i7-8550U,16 gigabytes,256 gigabytes,Other,15 inches,1920 x 1080 (Full HD),Windows 10 Home,Samsung,GSRF NP-940X5N-X01US,,1,1
849,849.99,Intel 11th Generation Core i5,1135G7,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP730QDA-KB1US/NP730QDA-KB3US,2.62 pounds,4.7,817
1499,1499.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,1000 gigabytes,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP950QDB-KA1US/NP950QDB-KA3US,3.06 pounds,4.5,1155
1049,1049.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP730QDA-KA1US/NP730QDA-KA3US,2.62 pounds,4.6,976
1399,1399.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP930QDB-KE1US/NP930QDB-KE4US,2.34 pounds,4.5,245
1499,1499.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,1000 gigabytes,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP950QDB-KB1US/NP950QDB-KB3US,3.06 pounds,4.5,1155
1099,1099.99,Intel 11th Generation Core i5,1135G7,8 gigabytes,512 gigabytes,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP950XDB-KB2US/NP950XDB-KC4US,2.31 pounds,4.8,12
1199,1199.99,Intel 11th Generation Core i7,1165G7,8 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP930XDB-KD1US/NP930XDB-KF3US,3.34 pounds,3.5,4
349,349.99,Qualcomm Snapdragon,7C,4 gigabytes,128 gigabytes,Other,14 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP340XLA-KA1US,3.04 pounds,4.1,302
1299,1299.99,Intel 11th Generation Core i7,1165G7,8 gigabytes,512 gigabytes,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP950QDB-KA2US,3.06 pounds,,
1209,1299.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP950XDB-KA1US,2.36 pounds,,
999,999.99,Intel 11th Generation Core i5,1135G7,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP930XDB-KE2US,1.92 pounds,,
1199,1199.99,Intel 11th Generation Core i7,1165G7,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP930QDB-KD2US,2.34 pounds,,
1199,1199.99,Intel 11th Generation Core i7,1165G7,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP930QDB-KE2US,2.34 pounds,,
1199,1199.99,Intel 11th Generation Core i7,1165G7,8 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP930XDB-KE1US,1.92 pounds,,
1399,1399.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP930QDB-KD1US,2.34 pounds,,
999,999.99,Intel 11th Generation Core i5,1135G7,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP930XDB-KD2US,1.96 pounds,,
749,749.99,Intel 11th Generation Core i5,1135G7,8 gigabytes,256 gigabytes,Intel Iris Xe MAX,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP750TDA-XD1US,3.51 pounds,4.6,115
799,999.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,512 gigabytes,Intel Iris Xe MAX,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP750TDA-XD2US,3.51 pounds,4.3,94
1399,1599.99,Intel 11th Generation Core i7,1160G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP935QDC-KE2US,2.43 pounds,4.3,3
1249,1399.99,Intel 11th Generation Core i5,1130G7,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP935QDC-KE1US,2.43 pounds,,
999,1199.99,Intel 12th Generation Core i5 Evo Platform,Intel® Core™ i5-1240P Processor,8 gigabytes,512 gigabytes,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP950XED-KA2US,2.45 pounds,,
899,1099.99,Intel 12th Generation Core i5 Evo Platform,Intel® Core™ i5-1240P Processor,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP930XED-KF2US,1.92 pounds,,
1099,1299.99,Intel 12th Generation Core i7 Evo Platform,Intel® Core™ i7-1260P Processor,8 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP930XED-KF1US,1.92 pounds,,
1099,1299.99,Intel 12th Generation Core i7 Evo Platform,Intel® Core™ i7-1260P Processor,8 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP930XED-KA1US,1.92 pounds,,
1399,1399.99,Intel 12th Generation Core i7 Evo Platform,Intel® Core™ i7-1260P Processor,8 gigabytes,512 gigabytes,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP950QED-KB2US,3.06 pounds,,
1499,1499.99,Intel 12th Generation Core i7 Evo Platform,Intel® Core™ i7-1260P Processor,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP930QED-KB1US,2.29 pounds,,
1499,1499.99,Intel 12th Generation Core i7 Evo Platform,Intel® Core™ i7-1260P Processor,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP930QED-KC1US,2.29 pounds,,
1149,1149.99,Intel 12th Generation Core i7 Evo Platform,Intel® Core™ i7-1255U Processor,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP730QED-KB1US,2.62 pounds,4.7,7
1199,1399.99,Intel 12th Generation Core i7 Evo Platform,Intel® Core™ i7-1260P Processor,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP950XED-KF1US,2.45 pounds,,
1299,1299.99,Intel 12th Generation Core i7 Evo Platform,Intel® Core™ i7-1260P Processor,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP930QED-KB2US,2.29 pounds,,
929,929.99,Intel 12th Generation Core i5 Evo Platform,Intel® Core™ i5-1235U Processor,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP730QED-KA2US,2.62 pounds,,
1399,1399.99,Intel 12th Generation Core i7 Evo Platform,Intel® Core™ i7-1260P Processor,8 gigabytes,512 gigabytes,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP950QED-KC2US,3.06 pounds,,
1499,1499.99,Intel 12th Generation Core i7 Evo Platform,Intel® Core™ i7-1260P Processor,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP930QED-KA1US,2.29 pounds,,
899,1099.99,Intel 12th Generation Core i5 Evo Platform,Intel® Core™ i5-1240P Processor,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP930XED-KA2US,1.92 pounds,,
929,929.99,Intel 12th Generation Core i5 Evo Platform,Intel® Core™ i5-1235U Processor,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP730QED-KB2US,2.62 pounds,,
1199,1399.99,Intel 12th Generation Core i7 Evo Platform,Intel® Core™ i7-1260P Processor,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP950XED-KA1US,2.45 pounds,,
1399,1399.99,Intel 12th Generation Core i7 Evo Platform,Intel® Core™ i7-1260P Processor,8 gigabytes,512 gigabytes,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP950QED-KA2US,3.06 pounds,,
1599,1599.99,Intel 12th Generation Core i7 Evo Platform,Intel® Core™ i7-1260P Processor,16 gigabytes,1000 gigabytes,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP950QED-KC1US,3.06 pounds,5,2
1599,1599.99,Intel 12th Generation Core i7 Evo Platform,Intel® Core™ i7-1260P Processor,16 gigabytes,1000 gigabytes,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP950QED-KB1US,3.06 pounds,4.8,12
1149,1149.99,Intel 12th Generation Core i7 Evo Platform,Intel® Core™ i7-1255U Processor,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP730QED-KA1US,2.62 pounds,3.5,2
1299,1299.99,Intel 12th Generation Core i7 Evo Platform,Intel® Core™ i7-1260P Processor,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP930QED-KC2US,2.36 pounds,,
999,1199.99,Intel 12th Generation Core i5 Evo Platform,Intel® Core™ i5-1240P Processor,8 gigabytes,512 gigabytes,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP950XED-KF2US,2.52 pounds,,
1299,1299.99,Intel 12th Generation Core i7 Evo Platform,Intel® Core™ i7-1260P Processor,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP930QED-KA2US,2.29 pounds,,
1599,1599.99,Intel 12th Generation Core i7 Evo Platform,Intel® Core™ i7-1260P Processor,16 gigabytes,1000 gigabytes,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,Samsung,NP950QED-KA1US,3.06 pounds,,
449,449,Intel Celeron,Intel® Celeron® Processor N4500,4 gigabytes,128 gigabytes,Intel UHD Graphics,12.4 inches,2560 x 1600,Chrome OS,Samsung,XE520QEA-KB1US,2.82 pounds,5,1
299,299,Intel Celeron,N4000,4 gigabytes,64 gigabytes,Intel UHD Graphics 600,15.6 inches,1920 x 1080 (Full HD),Chrome OS,Samsung,XE350XBA-K02US,3.75 pounds,,
199,199.99,Intel Atom,Z8350,2 gigabytes,32 gigabytes,Intel HD Graphics 400,10.1 inches,1280 x 800 (WXGA),Windows 10,Super Sonic,SC1031W,4.25 pounds,3,2
219,219.99,Intel Celeron,N3350,4 gigabytes,64 gigabytes,Intel HD Graphics 500,14.1 inches,1366 x 768 (HD),Windows 10 Home,Thomson,WWX14C4Pk64-P,2.54 pounds,1.9,10
149,149.99,Intel Atom,Z8350,4 gigabytes,64 gigabytes,Intel HD Graphics 400,10.1 inches,1024 x 600 (WSVGA),Windows 10 Home,Thomson,WWNEO10A4BK64-P,2.54 pounds,2.3,6
349,349.99,Intel 5th Generation Core i5,5257U,4 gigabytes,256.0 gigabytes,Intel Iris Graphics 6100,15.6 inches,1920 x 1080 (Full HD),Windows 10 Home,Thomson,WWNEO15i54BK256,3.96 pounds,,
219,219.99,Intel Celeron,N3350,4 gigabytes,64 gigabytes,Intel HD Graphics 500,14.1 inches,1366 x 768 (HD),Windows 10 Home,Thomson,WWX14C4BL64-P,2.54 pounds,1.9,10
149,149.99,Intel Atom,Z8350,4 gigabytes,64 gigabytes,Intel HD Graphics 400,10.1 inches,1024 x 600 (WSVGA),Windows 10 Home,Thomson,WWNEO10A4WH64-P,2.54 pounds,2.3,6
399,399.99,Intel 5th Generation Core i5,5257U,8 gigabytes,1000 gigabytes,Intel Iris Graphics 6100,15.6 inches,1920 x 1080 (Full HD),Windows 10 Home,Thomson,WWN15I5-8BK1T,3.96 pounds,3,20
199,199.99,Intel Atom,Not provided,4 gigabytes,1000 gigabytes,Intel HD Graphics 400,14.1 inches,1366 x 768 (HD),Windows 10 Home in S mode,Thomson,WWNEO14A4BK64-P,3.92 pounds,2.3,10
199,199.99,Intel Atom,Not provided,4 gigabytes,64 gigabytes,Intel HD Graphics 400,14.1 inches,1366 x 768 (HD),Windows 10 Home in S mode,Thomson,WWNEO14A4WH64-P,3.92 pounds,2.3,10
199,199.99,Intel Atom,Not provided,4 gigabytes,64 gigabytes,Intel HD Graphics 400,14.1 inches,1366 x 768 (HD),Windows 10 Home in S mode,Thomson,WWNEO14A4PK64-P,3.92 pounds,2.3,10
